OilLevel_cm,RUL_seconds
10.0,350
10.0,385
10.0,417
10.0,367
10.0,300
10.0,389
10.0,388
10.0,299
10.0,403
10.0,336
10.0,369
10.0,335
10.0,430
10.0,404
10.0,382
9.853692226094108,383
9.853692226094108,345
9.853692226094108,374
9.853692226094108,369
9.853692226094108,484
9.853692226094108,338
9.853692226094108,298
9.853692226094108,327
9.853692226094108,398
9.853692226094108,348
9.853692226094108,335
9.853692226094108,320
9.853692226094108,395
9.853692226094108,367
9.853692226094108,307
10.036110509112014,361
10.036110509112014,301
10.036110509112014,397
10.036110509112014,406
10.036110509112014,418
10.036110509112014,384
10.036110509112014,343
10.036110509112014,347
10.036110509112014,350
10.036110509112014,364
10.036110509112014,365
10.036110509112014,364
10.036110509112014,377
10.036110509112014,357
10.036110509112014,361
10.824507893264247,279
10.824507893264247,409
10.824507893264247,449
10.824507893264247,409
10.824507893264247,405
10.824507893264247,394
10.824507893264247,425
10.824507893264247,371
10.824507893264247,404
10.824507893264247,430
10.824507893264247,412
10.824507893264247,462
10.824507893264247,366
10.824507893264247,368
10.824507893264247,331
9.665676273155231,378
9.665676273155231,354
9.665676273155231,321
9.665676273155231,413
9.665676273155231,293
9.665676273155231,418
9.665676273155231,311
9.665676273155231,371
9.665676273155231,350
9.665676273155231,394
9.665676273155231,341
9.665676273155231,362
9.665676273155231,362
9.665676273155231,391
9.665676273155231,328
9.97672585473025,281
9.97672585473025,346
9.97672585473025,463
9.97672585473025,409
9.97672585473025,406
9.97672585473025,454
9.97672585473025,411
9.97672585473025,447
9.97672585473025,410
9.97672585473025,396
9.97672585473025,403
9.97672585473025,342
9.97672585473025,376
9.97672585473025,362
9.97672585473025,383
10.057457058840845,380
10.057457058840845,449
10.057457058840845,407
10.057457058840845,343
10.057457058840845,386
10.057457058840845,445
10.057457058840845,353
10.057457058840845,416
10.057457058840845,346
10.057457058840845,286
10.057457058840845,372
10.057457058840845,361
10.057457058840845,433
10.057457058840845,347
10.057457058840845,342
9.926827629132594,442
9.926827629132594,336
9.926827629132594,398
9.926827629132594,307
9.926827629132594,382
9.926827629132594,324
9.926827629132594,343
9.926827629132594,411
9.926827629132594,394
9.926827629132594,365
9.926827629132594,398
9.926827629132594,378
9.926827629132594,326
9.926827629132594,455
9.926827629132594,361
9.436048905360485,344
9.436048905360485,336
9.436048905360485,359
9.436048905360485,386
9.436048905360485,365
9.436048905360485,291
9.436048905360485,76
9.436048905360485,371
9.436048905360485,384
9.436048905360485,364
9.436048905360485,356
9.436048905360485,338
9.436048905360485,369
9.436048905360485,362
9.436048905360485,325
9.647101708697182,472
9.647101708697182,361
9.647101708697182,389
9.647101708697182,371
9.647101708697182,321
9.647101708697182,413
9.647101708697182,333
9.647101708697182,378
9.647101708697182,406
9.647101708697182,399
9.647101708697182,339
9.647101708697182,384
9.647101708697182,389
9.647101708697182,354
9.647101708697182,318
11.53017793346111,374
11.53017793346111,386
11.53017793346111,325
11.53017793346111,362
11.53017793346111,351
11.53017793346111,349
11.53017793346111,356
11.53017793346111,330
11.53017793346111,421
11.53017793346111,322
11.53017793346111,442
11.53017793346111,347
11.53017793346111,395
11.53017793346111,423
11.53017793346111,323
10.629164929222068,445
10.629164929222068,366
10.629164929222068,443
10.629164929222068,450
10.629164929222068,375
10.629164929222068,361
10.629164929222068,368
10.629164929222068,364
10.629164929222068,349
10.629164929222068,404
10.629164929222068,396
10.629164929222068,412
10.629164929222068,378
10.629164929222068,332
10.629164929222068,389
10.14532100710094,335
10.14532100710094,319
10.14532100710094,432
10.14532100710094,339
10.14532100710094,386
10.14532100710094,351
10.14532100710094,373
10.14532100710094,92
10.14532100710094,361
10.14532100710094,369
10.14532100710094,312
10.14532100710094,371
10.14532100710094,306
10.14532100710094,353
10.14532100710094,400
9.50395907969984,373
9.50395907969984,429
9.50395907969984,308
9.50395907969984,417
9.50395907969984,357
9.50395907969984,413
9.50395907969984,368
9.50395907969984,384
9.50395907969984,315
9.50395907969984,409
9.50395907969984,386
9.50395907969984,430
9.50395907969984,349
9.50395907969984,422
9.50395907969984,304
10.40901641090526,334
10.40901641090526,405
10.40901641090526,472
10.40901641090526,423
10.40901641090526,394
10.40901641090526,378
10.40901641090526,337
10.40901641090526,310
10.40901641090526,364
10.40901641090526,354
10.40901641090526,310
10.40901641090526,368
10.40901641090526,411
10.40901641090526,350
10.40901641090526,373
10.092249349790071,353
10.092249349790071,366
10.092249349790071,406
10.092249349790071,339
10.092249349790071,429
10.092249349790071,350
10.092249349790071,423
10.092249349790071,385
10.092249349790071,355
10.092249349790071,436
10.092249349790071,435
10.092249349790071,306
10.092249349790071,386
10.092249349790071,342
10.092249349790071,420
10.216145457060238,362
10.216145457060238,346
,324
10.216145457060238,357
10.216145457060238,400
10.216145457060238,466
10.216145457060238,428
10.216145457060238,357
10.216145457060238,415
10.216145457060238,349
10.216145457060238,342
10.216145457060238,349
10.216145457060238,412
10.216145457060238,375
10.216145457060238,473
9.645894721988697,378
9.645894721988697,344
9.645894721988697,412
9.645894721988697,458
9.645894721988697,469
9.645894721988697,408
9.645894721988697,400
9.645894721988697,423
9.645894721988697,328
9.645894721988697,407
9.645894721988697,350
9.645894721988697,428
9.645894721988697,371
9.645894721988697,371
9.645894721988697,348
9.481925616445782,328
9.481925616445782,410
9.481925616445782,393
9.481925616445782,392
9.481925616445782,336
9.481925616445782,410
9.481925616445782,285
9.481925616445782,352
9.481925616445782,339
9.481925616445782,357
9.481925616445782,333
9.481925616445782,398
9.481925616445782,399
9.481925616445782,372
9.481925616445782,418
9.604615206826674,321
9.604615206826674,384
9.604615206826674,358
9.604615206826674,429
9.604615206826674,367
9.604615206826674,441
9.604615206826674,396
9.604615206826674,332
9.604615206826674,384
9.604615206826674,421
9.604615206826674,345
9.604615206826674,443
9.604615206826674,386
9.604615206826674,339
9.604615206826674,366
10.042111149090964,369
10.042111149090964,371
10.042111149090964,411
10.042111149090964,422
10.042111149090964,463
10.042111149090964,325
10.042111149090964,295
10.042111149090964,398
10.042111149090964,419
10.042111149090964,411
10.042111149090964,366
10.042111149090964,429
10.042111149090964,410
10.042111149090964,265
10.042111149090964,381
10.819478554362933,436
10.819478554362933,369
10.819478554362933,389
10.819478554362933,411
10.819478554362933,426
10.819478554362933,379
10.819478554362933,331
10.819478554362933,384
10.819478554362933,339
10.819478554362933,376
10.819478554362933,373
10.819478554362933,344
10.819478554362933,335
10.819478554362933,409
10.819478554362933,326
11.277667021462443,411
,420
11.277667021462443,380
11.277667021462443,329
11.277667021462443,396
11.277667021462443,100
11.277667021462443,337
11.277667021462443,424
11.277667021462443,424
11.277667021462443,433
11.277667021462443,465
11.277667021462443,467
11.277667021462443,401
11.277667021462443,431
11.277667021462443,420
12.000757022072936,380
12.000757022072936,399
12.000757022072936,426
12.000757022072936,404
12.000757022072936,404
12.000757022072936,401
12.000757022072936,396
12.000757022072936,455
12.000757022072936,380
12.000757022072936,380
12.000757022072936,419
12.000757022072936,408
12.000757022072936,460
12.000757022072936,385
12.000757022072936,404
11.657207392247052,410
11.657207392247052,433
11.657207392247052,392
11.657207392247052,464
11.657207392247052,368
11.657207392247052,468
11.657207392247052,417
11.657207392247052,362
11.657207392247052,399
11.657207392247052,346
11.657207392247052,360
11.657207392247052,376
11.657207392247052,430
11.657207392247052,425
11.657207392247052,391
12.284519595886144,438
12.284519595886144,345
12.284519595886144,354
12.284519595886144,334
,453
12.284519595886144,486
12.284519595886144,394
12.284519595886144,318
12.284519595886144,387
12.284519595886144,403
12.284519595886144,404
12.284519595886144,445
12.284519595886144,418
12.284519595886144,340
12.284519595886144,374
12.163760390921771,354
12.163760390921771,356
12.163760390921771,315
12.163760390921771,326
12.163760390921771,397
12.163760390921771,399
12.163760390921771,378
12.163760390921771,402
12.163760390921771,365
12.163760390921771,325
12.163760390921771,430
12.163760390921771,376
12.163760390921771,380
12.163760390921771,459
12.163760390921771,388
11.688426712164924,393
11.688426712164924,449
11.688426712164924,365
11.688426712164924,322
11.688426712164924,358
11.688426712164924,372
11.688426712164924,386
11.688426712164924,349
11.688426712164924,363
11.688426712164924,343
11.688426712164924,369
11.688426712164924,332
11.688426712164924,336
11.688426712164924,446
11.688426712164924,321
11.4195580746008,341
11.4195580746008,463
11.4195580746008,482
11.4195580746008,450
11.4195580746008,446
11.4195580746008,352
11.4195580746008,434
11.4195580746008,429
11.4195580746008,363
11.4195580746008,366
11.4195580746008,403
11.4195580746008,395
11.4195580746008,378
11.4195580746008,384
11.4195580746008,282
10.319914688359628,369
10.319914688359628,437
10.319914688359628,78
10.319914688359628,328
10.319914688359628,403
10.319914688359628,376
10.319914688359628,356
10.319914688359628,388
10.319914688359628,444
10.319914688359628,443
10.319914688359628,378
10.319914688359628,396
10.319914688359628,336
10.319914688359628,404
10.319914688359628,379
9.958926610304186,366
9.958926610304186,289
9.958926610304186,399
9.958926610304186,347
9.958926610304186,393
9.958926610304186,383
9.958926610304186,350
9.958926610304186,379
9.958926610304186,405
9.958926610304186,420
9.958926610304186,376
9.958926610304186,358
9.958926610304186,335
9.958926610304186,417
9.958926610304186,355
9.435397214156245,409
9.435397214156245,367
9.435397214156245,374
9.435397214156245,466
9.435397214156245,515
9.435397214156245,382
9.435397214156245,413
9.435397214156245,355
9.435397214156245,334
9.435397214156245,419
9.435397214156245,360
9.435397214156245,390
9.435397214156245,392
9.435397214156245,444
9.435397214156245,500
10.965719436784132,378
10.965719436784132,384
10.965719436784132,405
10.965719436784132,398
10.965719436784132,346
10.965719436784132,364
10.965719436784132,398
10.965719436784132,372
10.965719436784132,365
10.965719436784132,328
10.965719436784132,417
10.965719436784132,456
10.965719436784132,373
10.965719436784132,461
10.965719436784132,346
11.197525632735315,419
11.197525632735315,483
11.197525632735315,396
11.197525632735315,400
11.197525632735315,352
11.197525632735315,369
11.197525632735315,391
11.197525632735315,380
11.197525632735315,400
11.197525632735315,371
11.197525632735315,398
11.197525632735315,434
11.197525632735315,453
11.197525632735315,382
11.197525632735315,399
11.506518450615728,371
11.506518450615728,312
11.506518450615728,373
11.506518450615728,377
11.506518450615728,379
11.506518450615728,416
11.506518450615728,358
11.506518450615728,372
11.506518450615728,408
11.506518450615728,324
11.506518450615728,464
11.506518450615728,423
11.506518450615728,337
11.506518450615728,362
11.506518450615728,452
11.84453391527259,471
11.84453391527259,301
11.84453391527259,381
11.84453391527259,390
11.84453391527259,347
11.84453391527259,356
11.84453391527259,372
11.84453391527259,387
,441
11.84453391527259,472
11.84453391527259,460
11.84453391527259,336
11.84453391527259,328
11.84453391527259,368
11.84453391527259,335
11.30233878445638,391
11.30233878445638,382
11.30233878445638,266
11.30233878445638,401
11.30233878445638,347
11.30233878445638,405
11.30233878445638,326
11.30233878445638,321
11.30233878445638,479
11.30233878445638,426
11.30233878445638,437
11.30233878445638,440
11.30233878445638,374
11.30233878445638,414
11.30233878445638,450
11.146948376639704,464
11.146948376639704,404
11.146948376639704,370
11.146948376639704,421
11.146948376639704,423
11.146948376639704,430
11.146948376639704,394
11.146948376639704,430
11.146948376639704,433
11.146948376639704,456
11.146948376639704,451
11.146948376639704,295
11.146948376639704,439
11.146948376639704,426
11.146948376639704,400
10.87779879558342,433
10.87779879558342,421
10.87779879558342,314
10.87779879558342,349
10.87779879558342,373
10.87779879558342,413
10.87779879558342,451
10.87779879558342,376
10.87779879558342,441
10.87779879558342,415
10.87779879558342,389
10.87779879558342,302
10.87779879558342,412
10.87779879558342,324
10.87779879558342,372
11.169186234464425,347
11.169186234464425,384
11.169186234464425,416
11.169186234464425,440
11.169186234464425,375
11.169186234464425,325
11.169186234464425,366
11.169186234464425,455
11.169186234464425,400
11.169186234464425,445
11.169186234464425,350
11.169186234464425,326
11.169186234464425,433
11.169186234464425,397
11.169186234464425,428
10.95509684194248,402
10.95509684194248,438
10.95509684194248,376
10.95509684194248,452
10.95509684194248,399
10.95509684194248,444
10.95509684194248,428
10.95509684194248,401
10.95509684194248,449
10.95509684194248,415
10.95509684194248,436
10.95509684194248,392
10.95509684194248,392
10.95509684194248,390
10.95509684194248,455
11.260959457312405,406
11.260959457312405,401
11.260959457312405,483
11.260959457312405,366
11.260959457312405,381
11.260959457312405,383
11.260959457312405,442
11.260959457312405,457
11.260959457312405,390
11.260959457312405,475
11.260959457312405,460
11.260959457312405,363
11.260959457312405,302
11.260959457312405,378
11.260959457312405,427
10.872298738447803,367
10.872298738447803,368
10.872298738447803,400
10.872298738447803,395
10.872298738447803,499
10.872298738447803,420
10.872298738447803,406
10.872298738447803,368
,471
10.872298738447803,349
10.872298738447803,357
10.872298738447803,452
10.872298738447803,416
10.872298738447803,370
10.872298738447803,358
10.84585190539934,365
10.84585190539934,405
10.84585190539934,365
10.84585190539934,343
10.84585190539934,327
10.84585190539934,363
10.84585190539934,389
10.84585190539934,403
10.84585190539934,426
10.84585190539934,451
10.84585190539934,399
10.84585190539934,447
10.84585190539934,401
10.84585190539934,426
10.84585190539934,466
11.218727312339972,398
11.218727312339972,359
11.218727312339972,360
11.218727312339972,400
11.218727312339972,454
11.218727312339972,108
11.218727312339972,480
11.218727312339972,386
11.218727312339972,516
11.218727312339972,469
11.218727312339972,418
11.218727312339972,415
11.218727312339972,482
11.218727312339972,377
11.218727312339972,415
11.440513755420376,418
11.440513755420376,439
11.440513755420376,322
11.440513755420376,431
11.440513755420376,434
11.440513755420376,422
11.440513755420376,379
11.440513755420376,431
11.440513755420376,410
11.440513755420376,390
11.440513755420376,370
11.440513755420376,440
11.440513755420376,403
11.440513755420376,421
11.440513755420376,436
11.229988380354367,364
11.229988380354367,439
11.229988380354367,407
11.229988380354367,390
11.229988380354367,518
11.229988380354367,449
11.229988380354367,399
11.229988380354367,453
11.229988380354367,391
11.229988380354367,482
11.229988380354367,393
11.229988380354367,425
11.229988380354367,469
11.229988380354367,412
11.229988380354367,506
10.449641187360594,353
10.449641187360594,400
10.449641187360594,386
10.449641187360594,382
10.449641187360594,441
10.449641187360594,390
10.449641187360594,412
10.449641187360594,418
10.449641187360594,368
10.449641187360594,267
10.449641187360594,415
,374
10.449641187360594,396
10.449641187360594,448
10.449641187360594,374
11.532524220047874,360
11.532524220047874,418
11.532524220047874,441
11.532524220047874,469
11.532524220047874,419
11.532524220047874,436
11.532524220047874,428
11.532524220047874,328
11.532524220047874,423
11.532524220047874,363
11.532524220047874,403
11.532524220047874,338
11.532524220047874,442
11.532524220047874,341
11.532524220047874,49
10.72364739316659,374
10.72364739316659,399
10.72364739316659,424
10.72364739316659,339
10.72364739316659,439
10.72364739316659,493
10.72364739316659,407
10.72364739316659,423
10.72364739316659,440
10.72364739316659,420
10.72364739316659,484
10.72364739316659,364
10.72364739316659,396
,366
10.72364739316659,391
10.85775144301008,414
10.85775144301008,431
10.85775144301008,460
10.85775144301008,398
10.85775144301008,419
10.85775144301008,445
10.85775144301008,460
10.85775144301008,424
10.85775144301008,321
10.85775144301008,316
10.85775144301008,375
10.85775144301008,449
10.85775144301008,471
10.85775144301008,489
10.85775144301008,388
10.782884903459475,478
10.782884903459475,448
10.782884903459475,356
10.782884903459475,357
10.782884903459475,452
10.782884903459475,422
10.782884903459475,451
10.782884903459475,345
10.782884903459475,361
10.782884903459475,378
10.782884903459475,383
10.782884903459475,422
10.782884903459475,408
10.782884903459475,368
10.782884903459475,388
10.75616690485824,406
10.75616690485824,441
10.75616690485824,355
10.75616690485824,400
10.75616690485824,415
10.75616690485824,398
10.75616690485824,350
10.75616690485824,427
10.75616690485824,428
10.75616690485824,407
10.75616690485824,348
10.75616690485824,427
10.75616690485824,436
10.75616690485824,427
10.75616690485824,440
11.355047094009487,387
11.355047094009487,378
11.355047094009487,457
11.355047094009487,383
11.355047094009487,386
11.355047094009487,418
11.355047094009487,438
11.355047094009487,454
11.355047094009487,411
11.355047094009487,419
11.355047094009487,393
11.355047094009487,384
11.355047094009487,381
11.355047094009487,364
11.355047094009487,411
11.897671810024825,320
11.897671810024825,442
11.897671810024825,468
11.897671810024825,376
11.897671810024825,443
11.897671810024825,426
11.897671810024825,405
11.897671810024825,473
11.897671810024825,490
11.897671810024825,410
11.897671810024825,450
11.897671810024825,359
11.897671810024825,368
11.897671810024825,433
11.897671810024825,468
11.50031345235864,348
11.50031345235864,348
11.50031345235864,407
11.50031345235864,431
11.50031345235864,415
11.50031345235864,368
11.50031345235864,467
11.50031345235864,398
11.50031345235864,340
11.50031345235864,414
11.50031345235864,454
11.50031345235864,372
11.50031345235864,497
11.50031345235864,358
11.50031345235864,413
11.07901819974019,386
11.07901819974019,384
11.07901819974019,473
11.07901819974019,459
11.07901819974019,434
11.07901819974019,418
11.07901819974019,407
11.07901819974019,455
11.07901819974019,333
11.07901819974019,459
11.07901819974019,422
11.07901819974019,408
11.07901819974019,384
11.07901819974019,466
11.07901819974019,393
11.171322686453792,431
11.171322686453792,408
11.171322686453792,398
11.171322686453792,387
11.171322686453792,431
11.171322686453792,377
,454
11.171322686453792,432
11.171322686453792,465
11.171322686453792,424
11.171322686453792,464
11.171322686453792,508
11.171322686453792,462
11.171322686453792,416
11.171322686453792,391
11.371100172404915,420
11.371100172404915,477
11.371100172404915,367
11.371100172404915,453
11.371100172404915,427
,468
11.371100172404915,485
11.371100172404915,393
11.371100172404915,403
11.371100172404915,388
11.371100172404915,426
11.371100172404915,403
11.371100172404915,474
11.371100172404915,359
11.371100172404915,401
11.882040875325655,387
11.882040875325655,366
11.882040875325655,392
11.882040875325655,422
11.882040875325655,392
11.882040875325655,318
11.882040875325655,427
11.882040875325655,378
11.882040875325655,384
11.882040875325655,425
11.882040875325655,487
11.882040875325655,414
11.882040875325655,359
11.882040875325655,393
11.882040875325655,329
11.130170082713027,447
11.130170082713027,392
