VibVelocity_mm_s,RUL_seconds
10.0,350
10.0,385
10.0,417
10.0,367
10.0,300
9.55994149203107,389
9.55994149203107,388
9.55994149203107,299
9.55994149203107,403
9.55994149203107,336
10.585250490312012,369
10.585250490312012,335
10.585250490312012,430
10.585250490312012,404
10.585250490312012,382
11.0609294377369,383
11.0609294377369,345
11.0609294377369,374
11.0609294377369,369
11.0609294377369,484
9.59329000722524,338
9.59329000722524,298
9.59329000722524,327
9.59329000722524,398
9.59329000722524,348
8.94668775180024,335
8.94668775180024,320
8.94668775180024,395
8.94668775180024,367
8.94668775180024,307
8.480384376861377,361
8.480384376861377,301
8.480384376861377,397
8.480384376861377,406
8.480384376861377,418
10.396698529924638,384
10.396698529924638,343
10.396698529924638,347
10.396698529924638,350
10.396698529924638,364
10.29729099179278,365
10.29729099179278,364
10.29729099179278,377
10.29729099179278,357
10.29729099179278,361
10.168793330220138,279
10.168793330220138,409
10.168793330220138,449
10.168793330220138,409
10.168793330220138,405
10.474372340000311,394
10.474372340000311,425
10.474372340000311,371
10.474372340000311,404
10.474372340000311,430
9.72098744973574,412
9.72098744973574,462
9.72098744973574,366
9.72098744973574,368
9.72098744973574,331
9.819294340750162,378
9.819294340750162,354
9.819294340750162,321
9.819294340750162,413
9.819294340750162,293
9.271744299461789,418
9.271744299461789,311
9.271744299461789,371
9.271744299461789,350
9.271744299461789,394
10.076430514150632,341
10.076430514150632,362
10.076430514150632,362
10.076430514150632,391
10.076430514150632,328
9.54966292099092,281
,346
9.54966292099092,463
9.54966292099092,409
9.54966292099092,406
10.078929204070988,454
10.078929204070988,411
10.078929204070988,447
10.078929204070988,410
10.078929204070988,396
10.76855983599284,403
10.76855983599284,342
10.76855983599284,376
10.76855983599284,362
10.76855983599284,383
10.411861457774434,380
10.411861457774434,449
10.411861457774434,407
10.411861457774434,343
10.411861457774434,386
10.804344979614935,445
10.804344979614935,353
10.804344979614935,416
10.804344979614935,346
10.804344979614935,286
9.784440852874184,372
9.784440852874184,361
9.784440852874184,433
9.784440852874184,347
9.784440852874184,342
9.291214497883486,442
9.291214497883486,336
9.291214497883486,398
9.291214497883486,307
9.291214497883486,382
9.895964856347344,324
9.895964856347344,343
9.895964856347344,411
9.895964856347344,394
9.895964856347344,365
9.943802198117034,398
9.943802198117034,378
9.943802198117034,326
9.943802198117034,455
9.943802198117034,361
9.25370798714525,344
9.25370798714525,336
9.25370798714525,359
9.25370798714525,386
9.25370798714525,365
9.470905210601014,291
9.470905210601014,76
9.470905210601014,371
9.470905210601014,384
9.470905210601014,364
10.595481392674513,356
10.595481392674513,338
10.595481392674513,369
10.595481392674513,362
10.595481392674513,325
10.018360319018557,472
10.018360319018557,361
10.018360319018557,389
10.018360319018557,371
,321
10.173518444712844,413
10.173518444712844,333
10.173518444712844,378
10.173518444712844,406
10.173518444712844,399
10.006437891321085,339
10.006437891321085,384
10.006437891321085,389
10.006437891321085,354
10.006437891321085,318
,374
10.278582063737526,386
10.278582063737526,325
10.278582063737526,362
10.278582063737526,351
10.5134672431524,349
10.5134672431524,356
10.5134672431524,330
10.5134672431524,421
10.5134672431524,322
10.78116817056969,442
10.78116817056969,347
10.78116817056969,395
10.78116817056969,423
10.78116817056969,323
10.877669187317265,445
10.877669187317265,366
10.877669187317265,443
10.877669187317265,450
10.877669187317265,375
11.113922594226404,361
11.113922594226404,368
11.113922594226404,364
11.113922594226404,349
11.113922594226404,404
10.997751015295352,396
10.997751015295352,412
10.997751015295352,378
10.997751015295352,332
10.997751015295352,389
10.806437777208226,335
10.806437777208226,319
10.806437777208226,432
10.806437777208226,339
10.806437777208226,386
10.290038002960545,351
10.290038002960545,373
10.290038002960545,92
10.290038002960545,361
10.290038002960545,369
8.501197761460215,312
8.501197761460215,371
8.501197761460215,306
8.501197761460215,353
8.501197761460215,400
9.218998509789168,373
9.218998509789168,429
9.218998509789168,308
9.218998509789168,417
9.218998509789168,357
9.342855165878971,413
9.342855165878971,368
9.342855165878971,384
9.342855165878971,315
9.342855165878971,409
9.465199709094453,386
9.465199709094453,430
9.465199709094453,349
9.465199709094453,422
9.465199709094453,304
8.910952088727104,334
8.910952088727104,405
8.910952088727104,472
8.910952088727104,423
8.910952088727104,394
10.131840776072394,378
10.131840776072394,337
10.131840776072394,310
10.131840776072394,364
10.131840776072394,354
9.178517277903415,310
9.178517277903415,368
9.178517277903415,411
9.178517277903415,350
9.178517277903415,373
10.076420002742852,353
10.076420002742852,366
10.076420002742852,406
10.076420002742852,339
10.076420002742852,429
10.13814739977966,350
10.13814739977966,423
10.13814739977966,385
10.13814739977966,355
10.13814739977966,436
10.5745554975531,435
10.5745554975531,306
10.5745554975531,386
10.5745554975531,342
10.5745554975531,420
11.060746991525914,362
11.060746991525914,346
11.060746991525914,324
11.060746991525914,357
11.060746991525914,400
11.991914216770104,466
11.991914216770104,428
11.991914216770104,357
11.991914216770104,415
11.991914216770104,349
12.080457053334664,342
12.080457053334664,349
12.080457053334664,412
12.080457053334664,375
12.080457053334664,473
11.94189125163777,378
11.94189125163777,344
11.94189125163777,412
11.94189125163777,458
11.94189125163777,469
12.109715285449202,408
12.109715285449202,400
12.109715285449202,423
12.109715285449202,328
12.109715285449202,407
11.36077833597984,350
11.36077833597984,428
11.36077833597984,371
11.36077833597984,371
11.36077833597984,348
11.016269601028885,328
11.016269601028885,410
11.016269601028885,393
11.016269601028885,392
11.016269601028885,336
10.506715773969686,410
10.506715773969686,285
10.506715773969686,352
10.506715773969686,339
10.506715773969686,357
10.725539202483162,333
10.725539202483162,398
10.725539202483162,399
10.725539202483162,372
10.725539202483162,418
11.327385992589669,321
11.327385992589669,384
11.327385992589669,358
11.327385992589669,429
11.327385992589669,367
10.953973425017864,441
10.953973425017864,396
10.953973425017864,332
10.953973425017864,384
10.953973425017864,421
10.783408648280773,345
10.783408648280773,443
10.783408648280773,386
10.783408648280773,339
10.783408648280773,366
10.320525728127471,369
10.320525728127471,371
10.320525728127471,411
10.320525728127471,422
10.320525728127471,463
11.434041422518073,325
11.434041422518073,295
11.434041422518073,398
11.434041422518073,419
11.434041422518073,411
11.050181917800572,366
11.050181917800572,429
11.050181917800572,410
11.050181917800572,265
11.050181917800572,381
11.188950265863973,436
11.188950265863973,369
11.188950265863973,389
11.188950265863973,411
11.188950265863973,426
10.807419585434372,379
10.807419585434372,331
10.807419585434372,384
10.807419585434372,339
10.807419585434372,376
11.01867699497704,373
11.01867699497704,344
11.01867699497704,335
11.01867699497704,409
11.01867699497704,326
9.759932525276591,411
9.759932525276591,420
9.759932525276591,380
9.759932525276591,329
9.759932525276591,396
10.306774871090468,100
10.306774871090468,337
10.306774871090468,424
10.306774871090468,424
10.306774871090468,433
10.135192160169671,465
10.135192160169671,467
10.135192160169671,401
10.135192160169671,431
10.135192160169671,420
11.20955050579147,380
11.20955050579147,399
11.20955050579147,426
11.20955050579147,404
11.20955050579147,404
11.43231417994967,401
11.43231417994967,396
11.43231417994967,455
11.43231417994967,380
11.43231417994967,380
10.9150760232584,419
10.9150760232584,408
10.9150760232584,460
10.9150760232584,385
10.9150760232584,404
10.395176658719995,410
10.395176658719995,433
10.395176658719995,392
10.395176658719995,464
10.395176658719995,368
10.00857885086854,468
10.00857885086854,417
10.00857885086854,362
10.00857885086854,399
10.00857885086854,346
10.723248087880725,360
10.723248087880725,376
10.723248087880725,430
10.723248087880725,425
10.723248087880725,391
10.332860785366387,438
10.332860785366387,345
10.332860785366387,354
10.332860785366387,334
10.332860785366387,453
11.579358848838671,486
11.579358848838671,394
11.579358848838671,318
11.579358848838671,387
11.579358848838671,403
10.55547386255814,404
10.55547386255814,445
10.55547386255814,418
10.55547386255814,340
10.55547386255814,374
10.28282413520274,354
10.28282413520274,356
10.28282413520274,315
10.28282413520274,326
10.28282413520274,397
9.941595296977011,399
9.941595296977011,378
9.941595296977011,402
9.941595296977011,365
9.941595296977011,325
9.507131910486493,430
9.507131910486493,376
9.507131910486493,380
9.507131910486493,459
9.507131910486493,388
10.404494931692849,393
10.404494931692849,449
10.404494931692849,365
10.404494931692849,322
10.404494931692849,358
10.137506797226605,372
10.137506797226605,386
10.137506797226605,349
10.137506797226605,363
10.137506797226605,343
11.189805810820552,369
11.189805810820552,332
11.189805810820552,336
11.189805810820552,446
11.189805810820552,321
11.04532788934216,341
11.04532788934216,463
11.04532788934216,482
11.04532788934216,450
11.04532788934216,446
9.820786331545843,352
9.820786331545843,434
9.820786331545843,429
9.820786331545843,363
9.820786331545843,366
9.832608559396943,403
9.832608559396943,395
9.832608559396943,378
9.832608559396943,384
9.832608559396943,282
10.328072610907778,369
10.328072610907778,437
10.328072610907778,78
10.328072610907778,328
10.328072610907778,403
11.353628916947464,376
11.353628916947464,356
11.353628916947464,388
11.353628916947464,444
11.353628916947464,443
10.812554672371856,378
10.812554672371856,396
10.812554672371856,336
10.812554672371856,404
10.812554672371856,379
10.665447137436654,366
10.665447137436654,289
10.665447137436654,399
10.665447137436654,347
10.665447137436654,393
9.864921001920798,383
9.864921001920798,350
9.864921001920798,379
9.864921001920798,405
9.864921001920798,420
11.13414673508946,376
11.13414673508946,358
11.13414673508946,335
11.13414673508946,417
11.13414673508946,355
9.6878558584501,409
9.6878558584501,367
9.6878558584501,374
9.6878558584501,466
9.6878558584501,515
,382
10.456765753404364,413
10.456765753404364,355
10.456765753404364,334
10.456765753404364,419
10.680359759263208,360
10.680359759263208,390
10.680359759263208,392
10.680359759263208,444
10.680359759263208,500
10.998816902071262,378
10.998816902071262,384
10.998816902071262,405
10.998816902071262,398
10.998816902071262,346
11.353362274898435,364
11.353362274898435,398
11.353362274898435,372
11.353362274898435,365
11.353362274898435,328
11.792585838521903,417
11.792585838521903,456
11.792585838521903,373
11.792585838521903,461
11.792585838521903,346
11.404885369505916,419
11.404885369505916,483
11.404885369505916,396
11.404885369505916,400
11.404885369505916,352
10.15970475017671,369
10.15970475017671,391
10.15970475017671,380
10.15970475017671,400
10.15970475017671,371
11.523452530062947,398
11.523452530062947,434
11.523452530062947,453
11.523452530062947,382
11.523452530062947,399
10.893369456460768,371
10.893369456460768,312
10.893369456460768,373
10.893369456460768,377
10.893369456460768,379
11.497957527358134,416
11.497957527358134,358
11.497957527358134,372
11.497957527358134,408
11.497957527358134,324
11.086413367238748,464
11.086413367238748,423
11.086413367238748,337
11.086413367238748,362
11.086413367238748,452
11.5128721180461,471
11.5128721180461,301
11.5128721180461,381
11.5128721180461,390
11.5128721180461,347
11.255117788356992,356
11.255117788356992,372
11.255117788356992,387
11.255117788356992,441
11.255117788356992,472
10.899731316218231,460
10.899731316218231,336
10.899731316218231,328
10.899731316218231,368
10.899731316218231,335
11.509553661722322,391
11.509553661722322,382
11.509553661722322,266
11.509553661722322,401
11.509553661722322,347
9.785696208913484,405
9.785696208913484,326
9.785696208913484,321
9.785696208913484,479
9.785696208913484,426
10.21743848346824,437
10.21743848346824,440
10.21743848346824,374
10.21743848346824,414
10.21743848346824,450
,464
10.657899255187056,404
10.657899255187056,370
10.657899255187056,421
10.657899255187056,423
11.08524513864816,430
11.08524513864816,394
11.08524513864816,430
11.08524513864816,433
11.08524513864816,456
10.73602535569862,451
10.73602535569862,295
10.73602535569862,439
10.73602535569862,426
10.73602535569862,400
9.756218366637729,433
9.756218366637729,421
9.756218366637729,314
9.756218366637729,349
9.756218366637729,373
10.624849605141971,413
10.624849605141971,451
10.624849605141971,376
10.624849605141971,441
10.624849605141971,415
10.155995635964263,389
10.155995635964263,302
10.155995635964263,412
10.155995635964263,324
10.155995635964263,372
11.012135532028989,347
11.012135532028989,384
11.012135532028989,416
11.012135532028989,440
11.012135532028989,375
11.291988348563404,325
11.291988348563404,366
11.291988348563404,455
11.291988348563404,400
11.291988348563404,445
11.19827601849617,350
,326
11.19827601849617,433
11.19827601849617,397
11.19827601849617,428
12.089644298348931,402
12.089644298348931,438
12.089644298348931,376
12.089644298348931,452
12.089644298348931,399
12.330558854934328,444
12.330558854934328,428
12.330558854934328,401
12.330558854934328,449
12.330558854934328,415
11.12797412085637,436
11.12797412085637,392
11.12797412085637,392
11.12797412085637,390
11.12797412085637,455
10.071484261684295,406
10.071484261684295,401
10.071484261684295,483
10.071484261684295,366
10.071484261684295,381
11.458443479695088,383
11.458443479695088,442
11.458443479695088,457
,390
11.458443479695088,475
12.701225295885886,460
12.701225295885886,363
12.701225295885886,302
12.701225295885886,378
12.701225295885886,427
11.51285571792348,367
11.51285571792348,368
11.51285571792348,400
11.51285571792348,395
11.51285571792348,499
11.53925889944882,420
11.53925889944882,406
11.53925889944882,368
11.53925889944882,471
11.53925889944882,349
10.804914885068978,357
10.804914885068978,452
10.804914885068978,416
10.804914885068978,370
10.804914885068978,358
10.617783841303249,365
10.617783841303249,405
10.617783841303249,365
10.617783841303249,343
10.617783841303249,327
12.699917720756366,363
12.699917720756366,389
12.699917720756366,403
12.699917720756366,426
12.699917720756366,451
12.236624658974058,399
12.236624658974058,447
12.236624658974058,401
12.236624658974058,426
12.236624658974058,466
11.801887349453882,398
11.801887349453882,359
11.801887349453882,360
11.801887349453882,400
11.801887349453882,454
11.629703240316855,108
11.629703240316855,480
11.629703240316855,386
11.629703240316855,516
11.629703240316855,469
10.71294492779085,418
10.71294492779085,415
10.71294492779085,482
10.71294492779085,377
10.71294492779085,415
11.235028247898732,418
11.235028247898732,439
11.235028247898732,322
11.235028247898732,431
11.235028247898732,434
12.39451361008368,422
12.39451361008368,379
12.39451361008368,431
12.39451361008368,410
12.39451361008368,390
12.749310020328672,370
,440
12.749310020328672,403
12.749310020328672,421
12.749310020328672,436
11.744755850019578,364
11.744755850019578,439
11.744755850019578,407
11.744755850019578,390
11.744755850019578,518
11.017483901853629,449
11.017483901853629,399
11.017483901853629,453
11.017483901853629,391
11.017483901853629,482
11.595463563299283,393
11.595463563299283,425
11.595463563299283,469
11.595463563299283,412
11.595463563299283,506
11.508040759023544,353
11.508040759023544,400
11.508040759023544,386
11.508040759023544,382
11.508040759023544,441
11.376938845023515,390
11.376938845023515,412
11.376938845023515,418
11.376938845023515,368
11.376938845023515,267
10.931348951846076,415
10.931348951846076,374
10.931348951846076,396
10.931348951846076,448
10.931348951846076,374
11.657716906140848,360
11.657716906140848,418
11.657716906140848,441
11.657716906140848,469
11.657716906140848,419
11.570253114682584,436
11.570253114682584,428
11.570253114682584,328
11.570253114682584,423
11.570253114682584,363
11.471946544064572,403
11.471946544064572,338
11.471946544064572,442
11.471946544064572,341
11.471946544064572,49
11.46777195780028,374
11.46777195780028,399
11.46777195780028,424
11.46777195780028,339
11.46777195780028,439
11.69649815619104,493
11.69649815619104,407
11.69649815619104,423
11.69649815619104,440
11.69649815619104,420
10.968383914826903,484
10.968383914826903,364
10.968383914826903,396
10.968383914826903,366
10.968383914826903,391
10.576833068695498,414
10.576833068695498,431
10.576833068695498,460
10.576833068695498,398
10.576833068695498,419
9.48875863869189,445
9.48875863869189,460
9.48875863869189,424
9.48875863869189,321
9.48875863869189,316
10.676523905202536,375
10.676523905202536,449
10.676523905202536,471
10.676523905202536,489
10.676523905202536,388
12.227521154126682,478
12.227521154126682,448
12.227521154126682,356
12.227521154126682,357
12.227521154126682,452
12.481660027006274,422
12.481660027006274,451
12.481660027006274,345
12.481660027006274,361
12.481660027006274,378
11.97710352364946,383
11.97710352364946,422
11.97710352364946,408
11.97710352364946,368
11.97710352364946,388
11.060881251669342,406
11.060881251669342,441
11.060881251669342,355
11.060881251669342,400
11.060881251669342,415
11.06427545743204,398
11.06427545743204,350
11.06427545743204,427
11.06427545743204,428
11.06427545743204,407
10.905625255506155,348
10.905625255506155,427
10.905625255506155,436
10.905625255506155,427
10.905625255506155,440
11.424572262543697,387
11.424572262543697,378
11.424572262543697,457
11.424572262543697,383
11.424572262543697,386
,418
11.319143730678794,438
11.319143730678794,454
11.319143730678794,411
11.319143730678794,419
11.692507304647194,393
11.692507304647194,384
11.692507304647194,381
11.692507304647194,364
11.692507304647194,411
11.3721909942366,320
11.3721909942366,442
11.3721909942366,468
11.3721909942366,376
11.3721909942366,443
10.648666956737818,426
10.648666956737818,405
10.648666956737818,473
10.648666956737818,490
10.648666956737818,410
12.13107462608702,450
12.13107462608702,359
12.13107462608702,368
12.13107462608702,433
12.13107462608702,468
11.042801988673428,348
11.042801988673428,348
11.042801988673428,407
11.042801988673428,431
11.042801988673428,415
10.565243060656172,368
10.565243060656172,467
10.565243060656172,398
10.565243060656172,340
10.565243060656172,414
10.63112733414037,454
10.63112733414037,372
10.63112733414037,497
10.63112733414037,358
10.63112733414037,413
10.77798237932916,386
10.77798237932916,384
10.77798237932916,473
10.77798237932916,459
10.77798237932916,434
11.664861335274738,418
11.664861335274738,407
11.664861335274738,455
11.664861335274738,333
11.664861335274738,459
11.875750030607213,422
11.875750030607213,408
11.875750030607213,384
11.875750030607213,466
11.875750030607213,393
11.47299353664036,431
11.47299353664036,408
11.47299353664036,398
11.47299353664036,387
11.47299353664036,431
11.857307009715608,377
11.857307009715608,454
11.857307009715608,432
11.857307009715608,465
11.857307009715608,424
13.090540181183082,464
13.090540181183082,508
13.090540181183082,462
13.090540181183082,416
13.090540181183082,391
12.60883252218374,420
12.60883252218374,477
12.60883252218374,367
12.60883252218374,453
12.60883252218374,427
12.280965724211743,468
12.280965724211743,485
,393
12.280965724211743,403
12.280965724211743,388
12.416157326849245,426
12.416157326849245,403
,474
12.416157326849245,359
12.416157326849245,401
,387
11.521747310078212,366
11.521747310078212,392
11.521747310078212,422
11.521747310078212,392
13.298289826070553,318
13.298289826070553,427
13.298289826070553,378
13.298289826070553,384
13.298289826070553,425
13.423480761467712,487
13.423480761467712,414
13.423480761467712,359
13.423480761467712,393
13.423480761467712,329
