timestamp,Temperature_C,Pressure_kPa,VibVelocity_mm_s,VibAccel_m_s2,FlowRate_L_min,Current_A,Voltage_V,Humidity_pct,pH_units,OilLevel_cm,Power_kW,Speed_RPM,Torque_Nm,BearingTemp_C,VibDisp_mm,status,RUL_seconds
2025-01-01 00:00:00,56.341128213130325,353.8609988801704,9.549631169646476,25.039562159274343,25.877313759805777,4.745597157270158,228.80764241608586,57.49641821230417,7.359568310218472,9.82569809599082,51.55842752184249,1518.5278380165564,88.88673553232255,65.12880665609802,0.46887070473492276,normal,49999
2025-01-01 00:00:01,54.638016649586994,353.8609988801704,9.549631169646476,25.039562159274343,25.877313759805777,5.393026224087228,228.80764241608586,57.49641821230417,7.359568310218472,9.82569809599082,46.20639226814191,1518.5278380165564,88.88673553232255,65.12880665609802,0.46887070473492276,normal,49998
2025-01-01 00:00:02,56.77141957194002,336.4977239296047,9.549631169646476,25.039562159274343,25.877313759805777,5.279771022556007,228.73397989930444,57.49641821230417,7.359568310218472,9.82569809599082,50.74654689225715,1605.7637810366214,88.88673553232255,65.12880665609802,0.46887070473492276,normal,49997
2025-01-01 00:00:03,,336.4977239296047,9.549631169646476,25.039562159274343,25.877313759805777,5.195886487619649,228.73397989930444,57.49641821230417,7.359568310218472,9.82569809599082,47.62605790724707,1605.7637810366214,88.88673553232255,65.12880665609802,0.46887070473492276,normal,49996
2025-01-01 00:00:04,54.413106874941455,344.5723439658561,9.549631169646476,25.039562159274343,25.877313759805777,4.688596164787211,229.2544306099729,57.49641821230417,7.359568310218472,9.82569809599082,50.102605869060206,1314.97287263415,88.88673553232255,65.12880665609802,0.46887070473492276,normal,49995
2025-01-01 00:00:05,54.42448140137859,344.5723439658561,10.802371128476477,25.039562159274343,25.877313759805777,5.545599783760906,229.2544306099729,58.07995459659527,,9.82569809599082,51.2463984020806,,93.64038163935223,65.12880665609802,0.46887070473492276,normal,49994
2025-01-01 00:00:06,59.33185595330718,342.35110113874754,10.802371128476477,25.039562159274343,25.877313759805777,4.70368985006244,231.30408893294728,58.07995459659527,7.359568310218472,9.82569809599082,,,93.64038163935223,65.12880665609802,0.46887070473492276,normal,49993
2025-01-01 00:00:07,57.15138524786465,342.35110113874754,10.802371128476477,25.039562159274343,25.877313759805777,5.255867174210086,231.30408893294728,58.07995459659527,7.359568310218472,9.82569809599082,52.06771259588808,1445.3238291935336,93.64038163935223,65.12880665609802,0.46887070473492276,normal,49992
2025-01-01 00:00:08,53.82306071983057,363.370879017428,10.802371128476477,25.039562159274343,25.877313759805777,4.921639367599536,229.85135825314794,58.07995459659527,7.359568310218472,9.82569809599082,48.73500405467822,1592.7622721185694,93.64038163935223,65.12880665609802,0.46887070473492276,normal,49991
2025-01-01 00:00:09,56.56688371079865,363.370879017428,10.802371128476477,25.039562159274343,25.877313759805777,4.833547593133019,229.85135825314794,58.07995459659527,7.359568310218472,9.82569809599082,54.5111569156708,1592.7622721185694,93.64038163935223,65.12880665609802,0.46887070473492276,normal,49990
